address,total_count,other_count,pistol_count,revolver_count,rifle_count,shotgun_count,year,month,dow,neighborhood,council_district,ward,tract,public_works_division,police_zone,fire_zone,latitude,longitude
"2300 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,9,5,Carrick,4,29,42003290400,3,3,4-12,40.3890572692795,-79.9855231716653
"900 BLOCK FAIRDALE ST PITTSBURGH, PA 15204",1,0,0,1,0,0,2015,9,5,Sheraden,2,20,42003562500,5,6,1-16,40.4559885869433,-80.0604999315605
"200 BLOCK ROBINSON ST PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,9,5,West Oakland,6,4,42003040200,3,4,2-10,40.4404876880004,-79.9653371230003
"1600 BLOCK NOBLES LN PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,9,5,Carrick,4,29,42003290100,3,3,4-23,40.3972664171686,-79.9977545371464
"500 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,9,5,Central Business District,6,2,42003020100,6,2,1-4,40.440340041992,-79.9981194717119
"HEMLOCK ST & HAZLIP WAY PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,5,Central Northside,1,25,42003220600,1,1,1-6,40.4573804259888,-80.0067440596548
"2100 BLOCK N CHARLES ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,6,Perry South,6,25,42003261400,1,1,1-12,40.4625474355026,-80.0186497524467
"1700 BLOCK BELLEAU DR PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,9,6,Fineview,6,25,42003250900,1,1,1-10,40.460310552493,-80.0069833937371
"FRANKSTOWN AVE & GERRITT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,9,6,Homewood West,9,12,42003120700,2,5,3-17,40.4585906279925,-79.9021461549789
"7600 BLOCK SUSQUEHANNA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,9,6,Homewood South,9,13,42003130400,2,5,3-17,40.4510080914673,-79.8921614763654
"900 BLOCK GREENFIELD AVE PITTSBURGH, PA 15217",1,0,0,1,0,0,2015,9,6,Greenfield,5,15,42003151700,3,4,2-12,40.4241980909446,-79.9333422903437
"2500 BLOCK WEST LIBERTY AVE PITTSBURGH, PA 15226",1,0,0,1,0,0,2015,10,0,Beechview,4,19,42003192000,5,6,4-26,40.3991926113208,-80.0254967571288
"EAST LIBERTY BLVD & LARIMER AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,10,0,East Liberty,9,11,42003111500,2,5,3-10,40.4634008054884,-79.9174920584431
"1500 BLOCK BREINING ST PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,10,0,Brookline,4,32,42003320600,5,6,4-25,40.3890871043277,-80.0076016632217
"<100 BLOCK MILTENBERGER ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,10,0,Bluff,6,1,42003010300,3,2,2-1,40.4359683714092,-79.9815389848477
"800 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,10,1,Homewood South,9,13,42003130400,2,5,3-17,40.4546298092284,-79.8884409987312
"2900 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,10,1,Strip District,7,6,42003020300,6,2,3-2,40.4578573471455,-79.9741687933494
"CORNWALL ST & N AIKEN AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,10,1,Garfield,9,11,42003101600,2,5,3-4,40.4691053103746,-79.9337563075778
"5800 BLOCK FORBES AVE PITTSBURGH, PA 15217",1,0,1,0,0,0,2015,10,1,Squirrel Hill South,5,14,42003140800,3,4,2-18,40.4379109890663,-79.9228071341134
"N BRADDOCK AVE & HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,10,1,Homewood South,9,13,42003130400,2,5,3-17,40.4531728383208,-79.8911118301932
"SHADELAND AVE & CASEMENT ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,10,2,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4706351812628,-80.0305825495495
"IRVINE ST & GREENFIELD AVE PITTSBURGH, PA 15207",1,0,0,1,0,0,2015,10,2,Hazelwood,5,15,42003562900,3,4,2-12,40.4249244980469,-79.9520392698491
"300 BLOCK KAMBACH ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,10,2,Mount Washington,3,18,42003180700,5,3,4-5,40.4262881004801,-80.0025802950583
"KIRKPATRICK ST & LA PLACE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,10,2,Middle Hill,6,5,42003050100,3,2,2-1,40.4447969092993,-79.9758686878286
"LINCOLN AVE & TENNIS WAY PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,10,2,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-15,40.4633822054908,-79.903980611395
"FINLAND ST & MILWAUKEE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,10,2,Upper Hill,6,5,42003050600,3,2,2-22,40.4560675160923,-79.9587886234973
"2100 BLOCK PARK HILL DR PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,10,2,East Hills,9,13,42003130600,2,5,3-19,40.4529606359974,-79.8740246842376
"1700 BLOCK DUFFIELD ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,10,2,Morningside,7,10,42003101400,2,5,3-7,40.4858946731268,-79.9292283459543
"2700 BLOCK LIBRARY RD PITTSBURGH, PA 15234",1,0,1,0,0,0,2015,10,2,Overbrook,4,32,42003320700,5,3,4-25,40.3784029983804,-80.0031161083009
"CORDELL PL & ARLINGTON AVE PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,10,3,Arlington Heights,3,16,42003561600,3,3,4-8,40.4177085471524,-79.9634887319175
"2700 BLOCK ZEPHYR AVE PITTSBURGH, PA 15204",1,0,1,0,0,0,2015,10,3,Sheraden,2,20,42003562500,5,6,1-16,40.4530292535524,-80.0493591534742
"1300 BLOCK OAKRIDGE ST PITTSBURGH, PA 15226",1,0,1,0,0,0,2015,10,3,Brookline,4,19,42003191800,5,6,4-26,40.3913951118603,-80.010501225121
"FORT PITT BLVD & WOOD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,10,3,Central Business District,6,1,42003020100,6,2,1-4,40.4374116049533,-80.002628816283
"BROWNSVILLE RD & BAUSMAN ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,10,3,Knoxville,,30,42003481000,5,3,4-7,40.4144422085343,-79.9880419114057
"1300 BLOCK KIRSOPP AVE PITTSBURGH, PA 15220",1,0,1,0,0,0,2015,10,4,Banksville,2,20,42003202300,5,6,4-9,40.4124558677201,-80.0406247667482
"7100 BLOCK HERMITAGE ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,10,4,Homewood North,9,13,42003130200,2,5,3-18,40.4607187563883,-79.897505025281
"MILLBRIDGE ST & E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,10,5,Allentown,3,18,42003180300,5,3,4-21,40.4217799960059,-79.9958194884978
"2300 BLOCK ALMONT ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,10,5,Carrick,4,29,42003290400,3,3,4-23,40.3879355152527,-79.9880966279042
"3500 BLOCK MILWAUKEE ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,10,5,Upper Hill,6,5,42003050600,3,2,2-22,40.4547877689654,-79.9598757737962
"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,10,5,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.9920418451489
"900 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,10,5,Glen Hazel,5,15,42003562300,3,4,2-13,40.4063362289732,-79.9286344080454
"1700 BLOCK CRUCIBLE ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2015,10,5,Crafton Heights,2,28,42003281400,5,6,1-17,40.4468675313986,-80.0527503163184
"7300 BLOCK HAMILTON AVE PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,10,6,Homewood South,9,13,42003130300,2,5,3-17,40.454024491261,-79.8956475808347
"600 BLOCK JOHNSTON AVE PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,10,6,Glen Hazel,5,15,42003562300,3,4,2-13,40.4048738672012,-79.9349559482199
"ELMORE ST & REED ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2015,10,6,Terrace Village,6,5,42003051100,3,2,2-1,40.4422899410943,-79.9783393462413
"7000 BLOCK CHURCHLAND ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,10,6,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4718025027568,-79.8975069203771
"6500 BLOCK HAMILTON AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,10,6,Larimer,9,12,42003120800,2,5,3-10,40.4589924478051,-79.9142657236002
"WOODRUFF ST & SAW MILL RUN BLVD PITTSBURGH, PA 15211",1,0,0,0,0,1,2015,11,0,Mount Washington,2,19,42003191100,5,3,4-1,40.4258728267517,-80.0199299522882
"DAMAS ST & HOMER ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,11,0,Spring Hill-City View,1,24,42003262000,1,1,1-11,40.4654122675552,-79.9914591970155
"5TH AVE & S NEGLEY AVE PITTSBURGH, PA 15232",1,0,0,1,0,0,2015,11,0,Shadyside,8,14,42003070300,3,4,2-17,40.4498350451978,-79.9296495675179
"100 BLOCK ZARA ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,11,0,Knoxville,3,30,42003300100,5,3,4-6,40.4159117365192,-79.9881453342414
"1500 BLOCK ROCKLAND AVE PITTSBURGH, PA 15216",1,0,1,0,0,0,2015,11,0,Beechview,4,19,42003191600,5,6,4-28,40.4120381923726,-80.0203678148169
"1700 BLOCK JANET DR CASTLE SHANNON, PA 15236",1,0,0,0,1,0,2015,11,1,,,,42003476200,,OSC,,40.3581485921995,-80.0265254110525
"<100 BLOCK S 14TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,11,1,South Side Flats,3,17,42003170200,3,3,4-24,40.4301093741885,-79.9841482405183
"BENNETT ST & HALE ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,11,1,Homewood South,9,13,42003130400,2,5,3-17,40.4542320007818,-79.8868105120147
"600 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,11,2,East Allegheny,1,23,42003563200,1,1,1-6,40.4539777944947,-79.9989780720766
"1100 BLOCK HIGHWOOD ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,11,2,Marshall-Shadeland,1,26,42003271500,1,1,1-9,40.4683522212454,-80.0252643858697
"FRANKSTOWN AVE & BENNETT ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,11,6,Homewood West,9,12,42003120700,2,5,3-17,40.4580943166088,-79.904589680177
"1600 BLOCK WORTHINGTON ST PITTSBURGH, PA 15206",1,1,0,0,0,0,2015,11,2,Lincoln-Lemington-Belmar,9,12,42003561900,2,5,3-18,40.4683723873686,-79.8917006112731
"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,11,2,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
"2100 BLOCK E CARSON ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,11,2,South Side Flats,3,16,42003160900,3,3,4-24,40.4283146103025,-79.9760719669211
"4100 BLOCK LYDIA ST PITTSBURGH, PA 15207",1,0,0,0,1,0,2015,11,3,Greenfield,5,15,42003151600,3,4,2-12,40.4241112370559,-79.9421815842345
"N MURTLAND ST & FOREST WAY PITTSBURGH, PA 15208",1,0,1,0,0,0,2015,11,3,Homewood West,9,12,42003120700,2,5,3-17,40.4589590619611,-79.9009392918156
"1000 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,11,3,Homewood North,9,13,42003130100,2,5,3-17,40.4565467004881,-79.887729584877
"1400 BLOCK 5TH AVE PITTSBURGH, PA 15219",1,0,0,1,0,0,2015,11,3,Bluff,6,1,42003010300,3,2,2-4,40.4383779130496,-79.9863133607321
"300 BLOCK E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,11,3,Beltzhoover,3,18,42003562400,5,3,4-16,40.4209340242423,-80.0023196507148
"500 BLOCK EMLIN ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,11,3,East Allegheny,1,23,42003563200,1,1,1-6,40.453886141513,-80.0006982037355
"7900 BLOCK INGLENOOK PL PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,11,3,Homewood South,9,13,42003130400,2,5,3-17,40.4511436737594,-79.8857405982737
"S BRADDOCK AVE & PENN AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,11,4,Point Breeze,9,14,42003140600,3,4,3-14,40.4471406664877,-79.8951649869709
"HILL AVE & EVERETT ST WILKINSBURG, PA 15221",1,0,1,0,0,0,2015,11,5,,,,42003561500,,OSC,3-20,40.4423262588533,-79.872056278473
"1400 BLOCK EVANDALE RD PITTSBURGH, PA 15212",1,0,0,1,0,0,2015,11,5,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.4701727114909,-80.0320466240894
"GLEN MAWR ST & BUOY WAY PITTSBURGH, PA 15204",1,0,0,1,0,0,2015,11,5,Sheraden,2,20,42003562500,5,6,1-16,40.4586794390213,-80.0545379728454
"1000 BLOCK BEECHER ST PITTSBURGH, PA 15208",1,0,0,1,0,0,2015,11,5,Homewood West,9,12,42003120700,2,5,3-17,40.4598248803042,-79.9023892264957
"BRUSHTON AVE & TIOGA ST PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,11,6,Homewood South,9,13,42003130400,2,5,3-17,40.4512616356723,-79.8900438530763
"1600 BLOCK CRUCIBLE ST PITTSBURGH, PA 15220",1,0,1,0,0,0,2015,11,6,Crafton Heights,2,28,42003281400,5,6,1-17,40.4474571296139,-80.0517211557198
"6500 BLOCK FRANKSTOWN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,11,6,Larimer,9,12,42003120800,2,5,3-10,40.4604152411552,-79.9137653117153
"1500 BLOCK ARCH ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,11,6,Central Northside,6,25,42003250300,1,1,1-21,40.458004817403,-80.0093736965951
"1800 BLOCK SARAH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,11,6,South Side Flats,3,17,42003170200,3,3,4-24,40.4278358873197,-79.9806202963576
"ESTELLA AVE & E WARRINGTON AVE PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,11,6,Beltzhoover,3,18,42003562400,5,3,4-21,40.4210219325903,-80.0005565362524
"FRANKSTOWN AVE & TORRENS ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2015,11,6,Larimer,9,12,42003120800,2,5,3-10,40.4593462357168,-79.9105451603757
"4800 BLOCK FRIENDSHIP AVE PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,12,0,Bloomfield,7,8,42003080900,2,5,3-6,40.4621317678597,-79.9462630434165
"3400 BLOCK FORBES AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2015,12,0,Central Oakland,3,4,42003040500,3,4,2-14,40.4384190708353,-79.9609006805401
"200 BLOCK MOORE AVE PITTSBURGH, PA 15210",1,0,0,1,0,0,2015,12,1,Knoxville,3,30,42003300100,5,3,4-7,40.411391761096,-79.9904119074762
"400 BLOCK 44TH ST PITTSBURGH, PA 15201",1,0,0,1,0,0,2015,12,1,Central Lawrenceville,7,9,42003090200,2,2,3-3,40.468315839206,-79.9554926242103
"300 BLOCK S MATHILDA ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2015,12,1,Garfield,9,10,42003101700,2,5,3-4,40.4670482469463,-79.9458981160022
"TOKAY ST & MAPLEWOOD AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2015,12,1,East Hills,9,13,42003130600,2,5,3-17,40.4523241125516,-79.8777075455702
"4400 BLOCK STANTON AVE PITTSBURGH, PA 15201",1,0,1,0,0,0,2015,12,1,Stanton Heights,7,10,42003101800,2,5,3-7,40.4820136080957,-79.940501987245
"100 BLOCK SHILOH ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,12,2,Mount Washington,2,19,42003190300,5,3,4-27,40.4315590898828,-80.0067026009736
"4800 BLOCK HATFIELD ST PITTSBURGH, PA 15201",1,0,0,0,1,0,2015,12,2,Central Lawrenceville,7,9,42003090100,2,2,3-5,40.4766629709995,-79.9587973393457
"<100 BLOCK WINDOM HILL PL PITTSBURGH, PA 15203",1,0,1,0,0,0,2015,12,3,South Side Slopes,3,17,42003170600,3,3,4-2,40.427614694247,-79.9937682702911
"MILLBRIDGE ST & EXCELSIOR ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,12,3,Allentown,3,18,42003180300,5,3,4-5,40.4227660133207,-79.9958424264438
"6TH ST & PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,12,3,Central Business District,6,2,42003020100,6,2,1-3,40.4427499623409,-80.002152975198
"1100 BLOCK SHEFFIELD ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2015,12,3,Manchester,6,21,42003210700,1,1,1-8,40.4542119808614,-80.0212651754904
"<100 BLOCK ALMEDA ST PITTSBURGH, PA 15207",1,0,1,0,0,0,2015,12,4,Hazelwood,5,15,42003562300,3,4,2-13,40.4029341672071,-79.9418689977107
"3500 BLOCK FLEMING AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2015,12,4,Brighton Heights,1,27,42003270300,1,1,1-14,40.4785954963994,-80.038477869206
"LIBERTY AVE & 9TH ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2015,12,4,Central Business District,6,2,42003020100,6,2,1-3,40.4429445426381,-79.9979769770073
"CARRIE ST & HENDERSON ST PITTSBURGH, PA 15212",1,1,0,0,0,0,2015,12,5,Fineview,1,25,42003250900,1,1,1-10,40.4612825101567,-80.0016655336027
"100 BLOCK SHILOH ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2015,12,5,Mount Washington,2,19,42003190300,5,3,4-27,40.4315590898828,-80.0067026009736
"JOSEPHINE ST & SALISBURY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2015,12,6,South Side Slopes,3,16,42003160800,3,3,4-22,40.4180383092721,-79.9669116409835
"700 BLOCK MT PLEASANT RD PITTSBURGH, PA 15214",1,0,0,0,1,0,2015,12,6,Northview Heights,1,26,42003260900,1,1,1-13,40.4759997700279,-79.9982412589835
"500 BLOCK PAULSON AVE PITTSBURGH, PA 15206",1,0,0,0,1,0,2015,12,6,Larimer,9,12,42003120400,2,5,3-12,40.4632524802595,-79.9120987736764
"HAMILTON AVE & 5TH AVE PITTSBURGH, PA 15208",1,1,0,0,0,0,2015,12,6,Homewood West,9,12,42003120700,2,5,3-17,40.4572898625102,-79.9090629890633
"KELLY ST & DURANGO WAY PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,1,0,Homewood South,9,13,42003130400,2,5,3-17,40.4538005385625,-79.8893911417463
"N DALLAS AVE & BENNETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,1,0,Homewood West,9,12,42003120700,2,5,3-17,40.4580168093674,-79.9040844401324
"700 BLOCK INDUSTRY ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2016,1,0,Allentown,3,18,42003180300,5,3,4-21,40.4207814058584,-79.9957627118344
"7300 BLOCK BENNETT ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,1,0,Homewood South,9,13,42003130300,2,5,3-17,40.4558325018899,-79.8944177791546
"1400 BLOCK HILLSBORO ST PITTSBURGH, PA 15204",1,0,1,0,0,0,2016,1,1,Sheraden,2,20,42003202200,5,6,1-16,40.4500904762954,-80.0620434750216
"EDGEMONT ST & AZTEC WAY PITTSBURGH, PA 15211",1,0,1,0,0,0,2016,1,2,Mount Washington,3,18,42003180700,5,3,4-5,40.422413904409,-79.9980987164895
"1300 BLOCK WOODS RUN AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,1,2,,,,42003561200,,1,3-16,40.4462203199414,-79.8829977223854
"1100 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,1,3,Homewood North,9,13,42003130100,2,5,3-17,40.4579459828259,-79.888380239953
"2500 BLOCK BROWNSVILLE RD PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,1,3,Carrick,4,29,42003290400,3,3,4-23,40.3866924905731,-79.9811511391941
"300 BLOCK N FAIRMOUNT ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,1,3,Garfield,9,11,42003111400,2,5,3-4,40.4664390974889,-79.9310082872483
"100 BLOCK RHINE PL PITTSBURGH, PA 15212",1,0,0,1,0,0,2016,1,4,Spring Hill-City View,1,24,42003262000,1,1,1-24,40.4653596489546,-79.9920418451489
"700 BLOCK ALLEGHENY AVE PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,1,4,Allegheny West,1,22,42003562700,1,1,1-8,40.4497148842455,-80.0183109568803
"LEMINGTON AVE & LINCOLN AVE PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,1,4,Lincoln-Lemington-Belmar,9,12,42003120300,2,5,3-18,40.4687570060556,-79.8960503819162
"700 BLOCK LORENZ AVE PITTSBURGH, PA 15220",1,0,1,0,0,0,2016,1,4,Elliott,2,20,42003562600,5,6,1-17,40.445118013911,-80.0392498746165
"800 BLOCK CASINO ST PITTSBURGH, PA 15233",1,0,1,0,0,0,2016,1,5,Chateau,6,21,42003980600,6,1,1-8,40.4468215489554,-80.020451607988
"FRANKSTOWN AVE & BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,1,5,Homewood South,9,13,42003130400,2,5,3-17,40.4555344380276,-79.8880963867104
"1ST AVE & SMITHFIELD ST PITTSBURGH, PA 15222",1,0,0,1,0,0,2016,1,5,Central Business District,6,1,42003020100,6,2,1-4,40.4372427437596,-80.0005496204335
"ALLEN ST & INDUSTRY ST PITTSBURGH, PA 15210",1,0,1,0,0,0,2016,1,5,Allentown,3,18,42003180300,5,3,4-6,40.420821324528,-79.9937181336173
"N LANG AVE & UPLAND ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,1,5,Homewood North,9,13,42003130100,2,5,3-18,40.4627659348695,-79.8975520540997
"1600 BLOCK CRUCIBLE ST PITTSBURGH, PA 15220",1,0,0,0,1,0,2016,1,5,Crafton Heights,2,28,42003281400,5,6,1-17,40.4474571296139,-80.0517211557198
"3200 BLOCK JOSEPHINE ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,1,6,South Side Slopes,3,16,42003160800,3,3,4-22,40.4200119668792,-79.9642350172037
"GRANT ST & OLIVER AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,1,6,Central Business District,6,2,42003020100,6,2,1-4,40.4401122485176,-79.9963355107118
"TERRACE ST & CHESTERFIELD RD PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,1,6,West Oakland,6,4,42003040200,3,4,2-10,40.4410116631782,-79.9638292789021
"LIBERTY AVE & STANWIX ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2016,2,0,Central Business District,6,2,42003020100,6,2,1-3,40.4413793329236,-80.0039005755647
"600 BLOCK PENN AVE PITTSBURGH, PA 15222",1,0,1,0,0,0,2016,2,0,Central Business District,6,2,42003020100,6,2,1-3,40.4425929172081,-80.0017928321911
"FRANKSTOWN AVE & TORRENS ST PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,2,0,Larimer,9,12,42003120800,2,5,3-10,40.4593462357168,-79.9105451603757
"800 BLOCK BRUSHTON AVE PITTSBURGH, PA 15221",1,0,1,0,0,0,2016,2,1,Homewood South,9,13,42003130400,2,5,3-17,40.4546298092284,-79.8884409987312
"300 BLOCK PYNCHON ST PITTSBURGH, PA 15214",1,0,1,0,0,0,2016,2,1,Fineview,1,25,42003250900,1,1,1-10,40.4648544486862,-80.0035992372341
"2600 BLOCK BEDFORD AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,2,1,Bedford Dwellings,6,5,42003050900,3,2,2-5,40.4514248226736,-79.9708042851944
"BRIGHTRIDGE ST & N CHARLES ST PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,2,2,Perry South,6,25,42003261400,1,1,1-12,40.4620622508736,-80.0182780629415
"100 BLOCK S 18TH ST PITTSBURGH, PA 15203",1,0,1,0,0,0,2016,2,2,South Side Flats,3,17,42003170200,3,3,4-24,40.4281392487418,-79.9808361201944
"1500 BLOCK BARR AVE PITTSBURGH, PA 15205",1,0,0,1,0,0,2016,2,2,,,,42003563100,,6,,40.4364694383547,-80.0582577439597
"200 BLOCK MERRIMAC ST PITTSBURGH, PA 15211",1,0,1,0,0,0,2016,2,3,Mount Washington,2,19,42003190300,5,3,4-1,40.4328049112356,-80.0136312932039
"1600 BLOCK SANDUSKY CT PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,2,3,Central Northside,6,25,42003220600,1,1,1-10,40.4589236267468,-80.0055084339585
"2400 BLOCK WYLIE AVE PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,2,4,Middle Hill,6,5,42003050100,3,2,2-5,40.4473130049607,-79.9730907418123
"3500 BLOCK CALIFORNIA AVE PITTSBURGH, PA 15212",1,0,1,0,0,0,2016,2,4,Brighton Heights,1,27,42003270300,1,1,1-14,40.4782614682453,-80.0402734714646
"4900 BLOCK DEARBORN ST PITTSBURGH, PA 15224",1,0,1,0,0,0,2016,2,4,Garfield,9,10,42003101700,2,5,3-4,40.4660512320495,-79.9450371897534
"TIOGA ST & ROSEDALE ST PITTSBURGH, PA 15221",1,0,0,1,0,0,2016,2,5,Homewood South,9,13,42003130400,2,5,3-17,40.4500448741961,-79.8868360166362
"100 BLOCK MADELINE ST PITTSBURGH, PA 15210",1,0,0,1,0,0,2016,2,5,Carrick,4,29,42003290200,3,3,4-12,40.3941806389238,-79.9852220254286
"BRYN MAWR RD & CENTRE AVE PITTSBURGH, PA 15213",1,0,1,0,0,0,2016,2,5,Upper Hill,8,4,42003050600,3,4,2-23,40.4489804267088,-79.9577136942605
"2400 BLOCK SARAH ST PITTSBURGH, PA 15203",1,0,0,0,1,0,2016,2,5,South Side Flats,3,16,42003160900,3,3,4-24,40.42727624563,-79.9713981535969
"WYLIE AVE & JUNILLA ST PITTSBURGH, PA 15219",1,0,1,0,0,0,2016,2,5,Middle Hill,6,5,42003050100,3,2,2-5,40.4481046487472,-79.9717123857826
"FRANKSTOWN AVE & COLLIER ST PITTSBURGH, PA 15208",1,0,1,0,0,0,2016,2,5,Homewood South,9,13,42003130300,2,5,3-17,40.4564009200712,-79.8919053652988
"400 BLOCK SMITHFIELD ST PITTSBURGH, PA 15222",1,0,1,0,0,0,2016,2,5,Central Business District,6,1,42003020100,6,2,1-4,40.4387869875111,-79.9993229906853
"HAMILTON AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,2,6,East Liberty,9,12,42003120800,2,5,3-10,40.4598661864644,-79.9157742797879
"1200 BLOCK DICKSON ST PITTSBURGH, PA 15212",1,0,0,1,0,0,2016,2,6,Marshall-Shadeland,1,27,42003271500,1,1,1-14,40.470214299751,-80.0280790451795
"HAMILTON AVE & EAST LIBERTY BLVD PITTSBURGH, PA 15206",1,0,1,0,0,0,2016,2,6,East Liberty,9,12,42003120800,2,5,3-10,40.4598661864644,-79.9157742797879
"300 BLOCK EAST OHIO ST PITTSBURGH, PA 15212",1,0,0,0,1,0,2016,4,6,,,,42003563900,,1,,40.4125315408834,-79.8427960425285
